N,bandwidth,theta_true,method,median_est,median_bias,mean_ci_width,coverage,mc_std
500,2.0,-0.023756311303030297,oracle,-0.019473489677780897,-0.0010269017531851499,0.08929940650540097,1.0,0.8136717755893456
500,2.0,-0.023756311303030297,proposed,-0.01731920175455104,0.0022072254556342874,0.14759650898270207,0.9166666666666666,0.792387553226672
500,2.0,-0.023756311303030297,baseline,-0.09970882521179636,-0.08542752598448888,0.2000887868390783,0.75,0.798966075358537
