N,bandwidth,theta_true,method,median_est,median_bias,mean_ci_width,coverage,mc_std
500,2.0,-0.023756311303030297,oracle,-0.017698962298231924,-0.000956295192816925,0.0900844831457262,1.0,0.814105552513867
500,2.0,-0.023756311303030297,proposed,0.004754027586286347,0.01468925314541647,0.1509452261726403,0.9166666666666666,0.7957101015108251
500,2.0,-0.023756311303030297,baseline,-0.15693157756279813,-0.14507249446497322,0.213920481871782,0.4166666666666667,0.8004691136569513
