N,bandwidth,theta_true,method,median_est,median_bias,mean_ci_width,coverage,mc_std
500,2.0,0.6149567134108328,oracle,0.5992736654956373,-0.007780054524116897,0.08930709665213225,1.0,0.7548593116284822
500,2.0,0.6149567134108328,proposed,0.5977180708647538,-0.0005524750364515052,0.14116237797877382,1.0,0.7386894599114167
500,2.0,0.6149567134108328,baseline,0.4894057457559037,-0.1155392724196348,0.17315228845938443,0.3333333333333333,0.7469340037009251
