N,bandwidth,theta_true,method,median_est,median_bias,mean_ci_width,coverage,mc_std
500,2.0,-0.023756311303030297,oracle,-0.01592443491868345,-0.0004919684039476069,0.09212342738372738,1.0,0.8145473534359339
500,2.0,-0.023756311303030297,proposed,0.005097721402963773,-0.007635159917910861,0.15123542926282343,1.0,0.8037887810409892
500,2.0,-0.023756311303030297,baseline,-0.08280492624034544,-0.0802324014161716,0.20169780722285627,0.6666666666666666,0.8052601449835615
